molecular weight,molecular formula,strength
348.051506,C13H16O9S1,3444355.0
348.066761,C17H16O6S1,2392208.0
348.070132,C14H20O6S2,1623698.0
348.087891,C14H20O8S1,4646561.0
348.103146,C18H20O5S1,1521325.0
348.106517,C15H24O5S2,1666736.0
348.124276,C15H24O7S1,6068926.0
348.197046,C17H32O5S1,3116280.0
350.009641,C15H10O8S1,1847990.0
350.013012,C12H14O8S2,1688761.0
350.046026,C16H14O7S1,2735316.0
350.049397,C13H18O7S2,2483927.0
350.0671560000001,C13H18O9S1,3207397.0
350.082411,C17H18O6S1,2734322.0
350.085782,C14H22O6S2,2580725.0
350.103541,C14H22O8S1,3631363.0
350.118796,C18H22O5S1,1411343.0
350.122167,C15H26O5S2,2678034.0
350.2126960000001,C17H34O5S1,8044892.0
352.025291,C15H12O8S1,3180337.0
352.028662,C12H16O8S2,1648436.0
352.061676,C16H16O7S1,3714896.0
352.065047,C13H20O7S2,1576786.0
352.082806,C13H20O9S1,2508641.0
352.098061,C17H20O6S1,2440046.0
352.101432,C14H24O6S2,3586928.0
352.134446,C18H24O5S1,3501964.0
352.170831,C19H28O4S1,1707946.0
352.228346,C17H36O5S1,184184800.0
353.990168,C11H14O7S3,2013084.0
354.004556,C14H10O9S1,1537960.0
354.040941,C15H14O8S1,3723718.0
354.077326,C16H18O7S1,3904997.0
354.113711,C17H22O6S1,3581444.0
354.150096,C18H26O5S1,13063714.0
354.1864810000001,C19H30O4S1,9541185.0
354.2228660000001,C20H34O3S1,3749472.0
356.005818,C11H16O7S3,2270794.0
356.020206,C14H12O9S1,4358231.0
356.042203,C12H20O6S3,2119273.0
356.056591,C15H16O8S1,5825654.0
356.092976,C16H20O7S1,6886549.0
356.129361,C17H24O6S1,7589044.0
356.165746,C18H28O5S1,81362128.00000001
356.202131,C19H32O4S1,7275762.0
358.018097,C14H14O7S2,1544977.0
358.021468,C11H18O7S3,2063636.0
358.0358560000001,C14H14O9S1,3105568.0
358.054482,C15H18O6S2,1406769.0
358.057853,C12H22O6S3,3244851.0
